"configuration","task","route","n","n_active","auc_mean","auc_std","ap_mean","ap_std","ap_baseline_mean","ap_baseline_std","balanced_accuracy_mean","balanced_accuracy_std","f1_mean","f1_std"
"pure_route","A","docking_only","287","126","0.6521081862696769","0.02738520666687193","0.6448693054772491","0.01160650647508723","0.43902439024390244","0.0","0.5925350816655164","0.02844140668500107","0.4997007844650763","0.02335761248639966"
"pure_route","A","dynamic_glep","287","126","0.8128430116007755","0.009303763550948451","0.7668160648354924","0.0246042852887862","0.43902439024390244","0.0","0.7433287324591672","0.02036788273286547","0.6988477736835371","0.02610502605123807"
"pure_route","A","static_structure","287","126","0.748644385290348","0.010438575181503104","0.661629863725415","0.015878986783493823","0.43902439024390244","0.0","0.6794916034046469","0.0035791023424204564","0.6242634985028493","0.0052185618310596595"
"pure_route","B","docking_only","134","21","0.5055485320972046","0.05143516928088655","0.20038696843920614","0.04978643005668512","0.15671641791044777","0.0","0.5273914875684788","0.029461628842829126","0.20170170170170168","0.03048947829933541"
"pure_route","B","dynamic_glep","134","21","0.579575783115606","0.05292831800047556","0.2799543390860219","0.027429490825630308","0.15671641791044777","0.0","0.5880741677201854","0.05439136833155087","0.30195335710041593","0.11856556255058603"
"pure_route","B","static_structure","134","21","0.5178395842112656","0.03906286908683809","0.19573466506610612","0.04318306676842594","0.15671641791044777","0.0","0.5081472116870347","0.03133918744930063","0.09015715467328371","0.09745050101135741"
"pure_route","D","docking_only","231","89","0.617753336498391","0.01586185902204278","0.46649798998514963","0.02331769773283843","0.3852813852813853","0.0","0.5670200981167907","0.017046791096725866","0.4450694823316148","0.030762784106065654"
"pure_route","D","dynamic_glep","231","89","0.6132299414464314","0.017895001194445127","0.5401536843070146","0.03375578671374517","0.3852813852813853","0.0","0.5849026744738092","0.02041876248428037","0.44626135569531794","0.019560246502781556"
"pure_route","D","static_structure","231","89","0.6453025267711135","0.045051538068448714","0.5466551783986892","0.01763331511852705","0.3852813852813853","0.0","0.5911932267763887","0.014108491272684057","0.46684762912306504","0.011882216244160828"
